stock_code;description;total_revenue;total_units;avg_discount;promo_revenue
90209B;GREEN ENAMEL+GLASS HAIR COMB;357,74;  185;-0,0022;147,00
20856;DENIM PATCH PURSE PINK BUTTERFLY;357,29;  216;-0,0123;0,00
21263;GREEN GOOSE FEATHER TREE 60CM;356,97;  171;-0,2680;0,00
22100;SKULLS SQUARE TISSUE BOX;356,46;  757;-2,0168;0,00
82095;HEART BUTTONS JEWELLERY BOX;356,11;   68;-0,0723;0,00
85169D;PINK LOVE BIRD CANDLE;356,08;  351;-0,0467;186,51
85169B;BLACK LOVE BIRD CANDLE;356,06;  329;-0,1507;108,51
84569A;PACK 3 IRON ON DOG PATCHES;355,84;  294;-0,0074;62,63
21724;PANDA AND BUNNIES STICKER SHEET;355,83;  408;-0,1416;16,59
21001;ROSE DU SUD WASHBAG;354,14;   74;-0,1248;0,00
37482P;CUBIC MUG PINK POLKADOT;354,03;  506;-5,8015;0,00
47310M;SMALL POP BOX FUNKY MONKEY;353,98;  258;0,0435;194,15
21664;RIDGED GLASS STORAGE JAR CREAM LID;353,97;   99;0,0048;162,72
21723;ALPHABET HEARTS STICKER SHEET;353,48;  401;-0,2042;10,27
23420;PANTRY HOOK TEA STRAINER;353,45;  165;-0,1195;0,00
23421;PANTRY HOOK SPATULA;353,36;  162;-0,2029;0,00
21222;SET/4 BADGES BEETLES;353,19;  269;-0,2541;39,29
35095B;RED VICTORIAN FABRIC OVAL BOX;352,25;  862;0,2073;277,44
20652;BLUE POLKADOT LUGGAGE TAG;350,61;  268;-0,2511;68,31
21555;CERAMIC STRAWBERRY TRINKET TRAY;350,47;  137;-0,0532;0,00
22529;MAGIC DRAWING SLATE GO TO THE FAIR;349,87;  853;-0,0942;77,76
22268;DECORATION SITTING BUNNY;349,54; 1480;0,5035;343,23
84924A;WAKE UP COCKEREL CALENDAR SIGN;348,59;   81;-0,3324;0,00
84631;FRUIT TREE AND BIRDS WALL PLAQUE;348,53;   41;-0,1639;0,00
21421;PORCELAIN ROSE LARGE;348,43;  299;-0,1057;152,64
23057;GEMSTONE CHANDELIER T-LIGHT HOLDER;347,70;   78;0,0231;199,20
20700;GREEN CAT FLORAL CUSHION COVER;345,17;   73;-0,2061;37,50
47591B;SCOTTIES CHILDRENS APRON;344,79;  209;0,0069;0,00
84849A;HELLO SAILOR BLUE SOAP HOLDER;344,34;  180;-0,3945;0,00
85129D;BEADED CRYSTAL HEART PINK SMALL;343,99;  208;0,2143;173,75
22104;MIRROR MOSAIC CANDLE PLATE;343,71;  288;0,0307;120,07
90149;SILVER FLOWR PINK SHELL NECKLACE;342,76;   53;0,0387;305,28
47559b;TEA TIME OVEN GLOVE;342,65;  103;-0,0061;0,00
84766;SILVER ROCOCO CANDLE STICK;340,70;  146;-0,7326;0,00
23523;WALL ART TREASURE AHOY;340,35;   90;-0,1089;59,22
21221;SET/4 BADGES CUTE CREATURES;340,22;  261;-0,0890;31,03
71270;PHOTO CLIP LINE;338,73;  239;-0,3478;0,00
22547;MINI JIGSAW DINOSAUR;338,23;  809;0,2388;270,80
21167;WHITE SAGE INCENSE;337,14; 1432;0,1844;264,60
72122;COFFEE SCENT PILLAR CANDLE;336,74;  325;-0,2501;0,00
23127;DOLLCRAFT GIRL NICOLE;336,60;   68;0,0000;0,00
84926E;FLOWERS TILE COASTER;334,76;  992;-0,8543;0,00
85213;MINI  ZINC GARDEN DECORATIONS;334,03;  841;-1,7972;0,00
85230B;CINNAMON SCENTED VOTIVE CANDLE;333,20; 1288;0,0424;105,84
22259;FELT FARM ANIMAL HEN;332,84;  481;0,1620;194,29
84952B;BLACK LOVE BIRD T-LIGHT HOLDER;332,14;  186;-0,8231;150,00
84638;SMALL KITCHEN FLOWER POTS PLAQUE;331,50;   50;-0,1439;0,00
21248;DOOR HANGER  MUM + DADS ROOM;330,72;  205;-0,2706;0,00
90200A;PURPLE SWEETHEART BRACELET;328,44;   78;-0,0108;0,00
82001s;VINYL RECORD FRAME SILVER;328,24;   44;0,0000;0,00
23236;DOILEY BISCUIT TIN;327,60;  120;0,0106;119,52
16259;PIECE OF CAMO STATIONERY SET;326,56; 3380;-0,2097;0,00
84708B;PINK JEWELLED PHOTO FRAME;326,35;   62;-0,1982;34,00
85204;HANGING WOOD AND FELT FLOWER;325,96; 2055;0,2109;223,44
23037;CANDLE HOLDER SILVER MADELINE;325,16;  196;-0,1430;34,80
23478;WOODLAND LARGE PINK FELT HEART;324,40;  285;-0,2105;199,68
90147;CHUNKY SILVER NECKLACE PASTEL FLOWE;324,01;   32;-0,0245;0,00
23521;CAT AND BIRD WALL ART;323,64;  270;0,6538;323,64
23695;DOILY THANK YOU CARD;323,32;  765;-0,1937;51,84
85205B;PINK FELT EASTER RABBIT GARLAND;323,15;  122;-0,1260;0,00
84931A;PINK SCOTTIE DOG W FLOWER PATTERN;322,54;  135;0,0147;70,87
84509c;SET OF 4 POLKADOT PLACEMATS;322,22;   43;-0,0048;0,00
21403;BLUE EGG  SPOON;322,18; 1857;-1,0896;0,00
22092;BLUE PAISLEY TISSUE BOX;322,18;  672;-0,4566;0,00
16238;PARTY TIME PENCIL ERASERS;322,09; 1398;-0,4804;17,92
23205;CHARLOTTE BAG ALPHABET  DESIGN;320,50;  400;0,0139;108,00
21425;SKULLS STORAGE BOX LARGE;320,49;   87;-0,5743;61,20
16236;KITTY PENCIL ERASERS;320,09; 1438;-0,4503;17,92
21371;MIRRORED WALL ART POPPIES;319,71;  287;-1,1807;0,00
20936;FORKED CACTUS CANDLE;319,66;  100;-0,2658;16,55
21026;SPACE OWL;319,50;  258;-0,2346;94,25
22202;MILK PAN PINK POLKADOT;319,35;   64;-0,5173;0,00
22287;DECORATION WOBBLY CHICKEN;319,14;  560;0,2842;226,81
90161D;ANT COPPER PINK BOUDICCA BRACELET;318,89;   64;-0,0036;0,00
72586;SET OF 6 HALLOWEEN GHOST T-LIGHTS;318,67;  693;0,2218;262,92
84876B;GREEN HEART COMPACT MIRROR;318,31;  220;-0,8818;0,00
20780;BLACK EAR MUFF HEADPHONES;318,19;   48;-0,3880;55,80
84884a;ANT WHITE WIRE HEART SPIRAL;317,72;   38;-0,0067;0,00
46118;FUNKY MONKEY CUSHION COVER;317,17;  232;-2,3031;0,00
22765;NEWSPAPER STAND;316,95;   27;-0,3293;227,47
85170B;SET/6 BLACK BIRD T-LIGHT CANDLES;316,75;  215;-0,1412;122,40
35915C;PEACH KNITTED HEN;316,46;  315;-0,2649;0,00
90198A;VINTAGE ROSE BEAD BRACELET RASPBERR;315,73;   75;-0,0109;0,00
21375;LARGE CAMPHOR WOOD FIELD MUSHROOM;315,27;   43;0,2443;109,80
85202;HANGING WOOD AND FELT HEART;314,81;  676;-0,2954;0,00
47594B;SCOTTIES DESIGN WASHBAG;314,55;  170;0,0242;117,14
84584;PINK GINGHAM CAT WITH SCARF;314,51;  144;0,0995;97,80
21841;BABY MOUSE RED GINGHAM DRESS;314,50;   74;0,0000;0,00
17084N;FAIRY DREAMS INCENSE;313,31; 1264;0,1575;212,75
85014b;RED RETROSPOT UMBRELLA;313,06;   25;-0,0036;0,00
21942;SKULLS DESIGN FLANNEL;313,01;  287;0,1817;163,60
23130;MISELTOE HEART WREATH;312,80;   80;0,0193;180,00
84358;FLOOR LAMP SHADE WOOD BASE;312,70;   33;-0,0596;178,29
21811;CHRISTMAS HANGING HEART WITH BELL;311,35;  234;-3,2033;0,00
21442;GREEN BIRDHOUSE DECORATION;310,49;  440;-0,2261;61,16
21944;KITTENS DESIGN FLANNEL;310,19;  337;0,2685;218,55
47021G;SET/6 BEAD COASTERS GAUZE BAG GOLD;309,30;  582;-3,8832;0,00
22124;SET OF 2 TEA TOWELS PING MICROWAVE;309,11;  150;-0,0017;33,97
21719;LOVELY BONBON STICKER SHEET;307,44;  345;-0,2435;9,48
23495;SET OF 3 PANTRY WOODEN SPOONS;306,66;  225;-0,3778;0,00
22040;BOTANICAL ROSE GIFT WRAP;304,50;  725;0,0000;0,00
22043;CHRISTMAS CARD SCREEN PRINT;304,50; 1238;-0,5666;0,00
23131;MISELTOE HEART WREATH WHITE;304,50;   78;0,0241;180,00
22965;3 TRADITIONAL COOKIE CUTTERS  SET;304,20;  162;0,0298;266,40
22641;SET OF 4 NAPKIN CHARMS INSTRUMENT;303,73;  139;-0,0167;57,58
23430;BLUE RETRO KITCHEN WALL CLOCK;301,88;   36;-0,0578;0,00
23522;WALL ART DOG AND BALL;301,56;  102;-0,3438;76,01
35912B;WHITE/PINK CHICK DECORATION;301,26;  252;-0,3480;152,64
84661B;BLACK SQUARE TABLE CLOCK;300,24;  115;0,3186;230,70
22409;MONEY BOX BISCUITS DESIGN;299,72;  228;-0,2066;0,00
21761;WOOD AND GLASS MEDICINE CABINET;299,50;   10;0,0000;0,00
23440;PAINT YOUR OWN EGGS IN CRATE;299,36;  164;0,0279;257,76
20897;VINTAGE NOTEBOOK PARIS DAYS;298,27;  107;-0,2934;0,00
90184B;AMETHYST CHUNKY BEAD BRACELET W STR;297,94;   33;-0,0116;0,00
22135;MINI LADLE LOVE HEART PINK;297,82;  529;0,1941;145,89
23015;CORDIAL GLASS JUG;297,13;   35;-0,0564;0,00
84596J;MIXED NUTS LIGHT GREEN BOWL;296,45;  568;-0,9748;0,00
22049;WRAP CHRISTMAS SCREEN PRINT;296,25; 1075;-0,4272;0,00
23126;DOLLCRAFT GIRL AMELIE KIT;294,70;   66;0,0202;166,00
85186A;EASTER BUNNY GARLAND OF FLOWERS;293,80;  615;-0,4977;0,00
20655;QUEEN OF SKIES LUGGAGE TAG;292,29;  197;0,2998;147,00
35911A;MULTICOLOUR RABBIT EGG WARMER;292,07;  319;-0,1723;0,00
21441;BLUE BIRDHOUSE DECORATION;292,03;  421;-0,2637;61,16
23413;DECORATIVE VINTAGE COFFEE  BOX;291,85;   55;-0,2495;49,80
23567;EGG CUP HENRIETTA HEN PINK;291,58;  211;-0,4585;0,00
72800B;4 PURPLE FLOCK DINNER CANDLES;290,80;  144;0,0371;38,71
21386;IVORY HANGING DECORATION  EGG;290,20;  733;-1,9201;0,00
23410;CURIO CABINET LINEN AND LACE;290,10;   36;0,0150;21,15
20725;LUNCH BAG RED SPOTTY;290,00;  200;0,1212;290,00
16015;MEDIUM CHINESE STYLE SCISSOR;289,98;  662;0,0233;105,48
84247E;PACK OF 12 CHRISTMAS FUN CARDS;289,69;  108;0,1022;145,14
85024B;EAU DE NILE JEWELLED PHOTOFRAME;289,65;  193;0,0101;208,80
21503;TOYBOX  WRAP;288,92;  726;0,0083;68,00
46776E;WOVEN CANDY CUSHION COVER;288,43;   67;-0,0277;0,00
79190B;RETRO PLASTIC POLKA TRAY;288,36;  707;-0,3751;96,00
23047;PAPER LANTERN 5 POINT SEQUIN STAR;287,50;   50;0,0000;0,00
71403;"PINK/WHITE ""KEEP CLEAN"" BULLET BIN";286,91;   77;0,2302;165,20
20618;QUEEN OF THE SKIES PASSPORT COVER;286,39;  148;-0,2441;0,00
84997d;PINK 3 PIECE POLKADOT CUTLERY SET;285,46;   34;-0,0081;0,00
37413;ICON MUG REVOLUTIONARY;284,49;  703;-0,0531;0,00
18094C;WHITE AND BLUE CERAMIC OIL BURNER;283,93;  192;0,2049;165,60
21666;RIDGED GLASS T-LIGHT HOLDER;283,51;  412;-0,3166;0,00
16218;CARTOON  PENCIL SHARPENERS;283,31; 3821;-3,4974;0,00
20794;BLUE  TILE HOOK;282,79;   99;-0,4015;16,80
20777;CHRYSANTHEMUM NOTEBOOK;282,49;  169;-0,0448;0,00
84341B;SMALL PINK MAGIC CHRISTMAS TREE;282,38;  645;-0,7907;0,00
84872a;TEATIME FUNKY FLOWER BACKPACK FOR 2;282,15;   26;-0,0061;0,00
23481;PEARLISED IVORY HEART SMALL;281,17;  228;-0,0250;24,96
22257;FELT FARM ANIMAL SHEEP;280,42;  373;0,1202;148,12
71101E;STANDING FAIRY POLE SUPPORT;280,20;  348;0,0199;86,40
85188A;GREEN METAL SWINGING BUNNY;278,17;  319;-0,1529;0,00
21725;SWEETIES  STICKERS;277,24;  301;-0,3346;0,00
16169M;WRAP DAISY CARPET;277,20;  660;0,0000;0,00
21293;MIRRORED DOVE WALL DECORATION;276,72;  116;-0,2737;0,00
84926D;LA PALMIERA TILE COASTER;276,53;  709;-1,7862;0,00
85049g;CHOCOLATE BOX RIBBONS;276,42;  113;0,0128;3,26
23137;ZINC WIRE SWEETHEART LETTER TRAY;275,62;   83;-0,0604;118,24
21250;SET OF SKULL WALL STICKERS;274,37;   95;-0,1376;91,80
20684;STRAWBERRY DREAM CHILDS UMBRELLA;273,81;   81;-0,0903;0,00
22512;DOORSTOP RACING CAR DESIGN;273,46;  123;0,1159;116,08
22052;VINTAGE CARAVAN GIFT WRAP;273,00;  650;0,0000;0,00
84859A;SILVER DISCO HANDBAG;272,99;  129;-0,2744;0,00
23141;TRIPLE WIRE HOOK PINK HEART;272,91;   79;-0,0218;15,80
23203;JUMBO BAG VINTAGE DOILEY;272,57;  144;-0,1209;179,00
22889;NUMBER TILE VINTAGE FONT No;272,20;  173;0,1429;164,58
20755;BLUE PAISLEY POCKET BOOK;272,02;  307;-0,1625;0,00
21815;STAR  T-LIGHT HOLDER;271,68;  159;-0,3718;0,00
20734;SILVER MINI TAPE MEASURE;271,22;  158;-0,1020;0,00
85214;TUB 24 PINK FLOWER PEGS;271,04;  164;-0,0142;0,00
23474;WOODLAND SMALL BLUE FELT HEART;270,96;  312;-0,2537;0,00
85019C;CURIOUS  IMAGES NOTEBOOK SET;270,72;  182;-1,3978;0,00
21275;ZINC TOP  2 DOOR WOODEN SHELF;270,08;   13;-0,2445;0,00
35001W;HAND OPEN SHAPE DECO.WHITE;270,02;   92;0,1163;242,10
20771;CHRYSANTHEMUM  JOURNAL;269,68;  103;-0,0836;0,00
21785;RAIN PONCHO;269,61;  412;-0,1196;264,55
85186C;BUNNY EGG GARLAND;269,17;  528;0,2117;173,46
21644;ASSORTED TUTTI FRUTTI HEART BOX;268,75;  215;0,0000;0,00
79030D;TUMBLER BAROQUE;268,53;  531;-1,3396;0,00
23032;DOORKNOB CRACKED GLAZE IVORY;268,20;  180;0,0202;208,80
21332;MOROCCAN BEATEN METAL MIRROR;268,10;   19;-0,2621;15,80
17013D;ORIGAMI ROSE INCENSE IN TUBE;267,82;  535;-1,9652;0,00
17107D;FLOWER FAIRY,5 SUMMER B'DRAW LINERS;267,75;  105;0,0000;0,00
21445;12 PINK ROSE PEG PLACE SETTINGS;267,50;  214;0,0000;0,00
85230E;STRAWBRY SCENTED VOTIVE CANDLE;267,45; 1101;0,0805;136,08
21265;PINK GOOSE FEATHER TREE 60CM;267,21;  131;-0,3174;0,00
84795b;SUNSET CHECK HAMMOCK;266,78;   16;-0,0015;0,00
21279;VINTAGE KITCHEN PRINT FRUITS;266,15;   85;-0,5675;0,00
20699;MOUSEY LONG LEGS SOFT TOY;266,03;   97;-0,2215;0,00
23489;GARLAND, VINTAGE BELLS;265,88;   92;0,0000;0,00
85039C;S/4 BLACK MINI ROSE CANDLE IN BOWL;265,77;  305;0,0279;80,64
90160A;PURPLE BOUDICCA LARGE BRACELET;264,94;   38;-0,0046;0,00
72800C;4 PINK DINNER CANDLE SILVER FLOCK;264,82;  132;-0,0344;38,71
23476;WOODLAND LARGE RED FELT HEART;264,72;  205;-0,1760;0,00
90160D;PINK BOUDICCA LARGE BRACELET;264,70;   38;-0,0029;0,00
84952A;CLEAR LOVE BIRD T-LIGHT HOLDER;264,47;   92;-0,9136;0,00
85124B;BLUE JUICY FRUIT PHOTO FRAME;264,06;   93;-0,2464;0,00
18098c;PORCELAIN BUTTERFLY OIL BURNER;263,12;   52;0,0000;0,00
85124C;GREEN JUICY FRUIT PHOTO FRAME;261,89;   94;-0,1737;0,00
23194;GYMKHANNA TREASURE BOOK BOX;261,84;  120;0,0270;99,84
84858C;PINK RIVIERA HANDBAG;261,68;  186;0,1042;226,25
47422;ASSORTED MONKEY SUCTION CUP HOOK;261,30;  653;0,0074;77,76
16012;FOOD/DRINK SPONGE STICKERS;261,24; 1244;0,0000;0,00
79337;BLUE FLOCK GLASS CANDLEHOLDER;259,96;  644;-0,6684;0,00
21324;HANGING MEDINA LANTERN SMALL;259,67;   81;-0,1792;0,00
78124;MAGAZINE RACK GEBRA ASSORTED;257,75;  199;-0,0632;0,00
20997;ROSE DU SUD CUSHION COVER;257,61;   59;-0,0350;0,00
35915B;BLUE KNITTED HEN;257,22;  220;-0,2766;0,00
85230G;ORANGE VOTIVE CANDLE;257,04; 1032;0,0662;110,88
21458;2 PICTURE BOOK EGGS EASTER BUNNY;256,54;  182;-0,4571;0,00
21427;SKULLS STORAGE BOX SMALL;256,44;   96;-0,5361;0,00
84952C;MIRROR LOVE BIRD T-LIGHT HOLDER;255,00;  144;-0,0777;150,00
21269;ANTIQUE CREAM CUTLERY SHELF;254,98;   29;-0,0525;0,00
21379;CAMPHOR WOOD PORTOBELLO MUSHROOM;254,33;  184;0,2513;163,11
21547;CERAMIC BIRDHOUSE CRESTED TIT SMALL;253,53;   79;-0,2582;0,00
48173c;DOORMAT BLACK FLOCK;252,95;   15;0,0088;0,00
90201B;BLACK ENAMEL FLOWER RING;252,90;   86;0,0051;0,00
21882;SKULLS TAPE;252,47;  706;0,0198;120,75
35967;FOLK ART METAL STAR T-LIGHT HOLDER;252,33;  485;0,1221;140,34
90143;SILVER BRACELET W PASTEL FLOWER;252,18;   33;-0,0236;0,00
23149;ANTIQUE IVORY WIRE BOWL SMALL;251,45;   99;-0,0945;0,00
22164;STRING OF STARS CARD HOLDER;250,22;   78;-0,1980;0,00
85071D;CHARLIE+LOLA MY ROOM DOOR SIGN;249,49;  403;-1,1181;0,00
22812;PACK 3 BOXES CHRISTMAS PANETTONE;248,48;   76;-0,6987;0,00
20659;ECONOMY LUGGAGE TAG;248,09;  159;0,3358;112,74
21647;ASSORTED TUTTI FRUTTI LARGE PURSE;247,80;  118;0,0000;0,00
22954;HEN PARTY CORDON BARRIER TAPE;247,63;  202;-0,1099;24,07
22410;MONEY BOX HOUSEKEEPING DESIGN;247,42;  237;-0,1353;30,42
23168;CLASSIC SUGAR DISPENSER;247,32;  216;0,0420;112,32
84678;CLASSICAL ROSE SMALL VASE;247,04;  142;-0,1035;120,00
22869;NUMBER TILE COTTAGE GARDEN 1;246,14;   96;0,2275;134,55
90175A;WHITE GLASS CHUNKY CHARM BRACELET;245,63;   27;0,0053;0,00
22391;PAPERWEIGHT HOME SWEET HOME;245,58;  158;0,4207;186,06
21676;FLOWERS  STICKERS;245,36;  257;0,2887;186,65
21190;PINK HEARTS PAPER GARLAND;245,20;  168;0,0346;232,00
20819;SILVER TEDDY BEAR;244,72;   64;-0,0711;19,88
84422;PINK/BLUE DISC/MIRROR STRING;244,17;  566;-1,4393;0,00
20616;CHERRY BLOSSOM PASSPORT COVER;243,53;  194;-0,1089;89,25
85095;THREE CANVAS LUGGAGE TAGS;243,49;  150;-0,4217;21,58
85094;CANDY SPOT EGG WARMER RABBIT;242,32;  641;0,1744;90,44
22870;NUMBER TILE COTTAGE GARDEN 2;242,24;   94;0,2184;130,65
23475;WOODLAND SMALL PINK FELT HEART;242,18;  286;-0,1555;0,00
84592;CROCHET ROSE PURSE WITH SUEDE BACK;241,24;   76;-0,2188;0,00
47469;ASSORTED SHAPES PHOTO CLIP SILVER;241,21;  473;0,0186;120,96
23143;ZINC WIRE KITCHEN ORGANISER;239,97;   30;0,0453;63,20
21028;NINJA RABBIT BLACK;239,24;  187;0,3731;177,64
23324;RUSTIC STRAWBERRY JAMPOT LARGE;238,56;  120;0,0184;88,80
23028;DOORKNOB CRACKED GLAZE BLUE;238,50;  162;0,0404;208,80
72131;COLUMBIAN CANDLE RECTANGLE;238,35;  137;0,0243;158,40
22137;BATHROOM SET LOVE HEART DESIGN;237,98;   82;-0,0591;61,20
23580;SNACK TRAY HAPPY FOREST;236,87;  117;-0,1290;0,00
21360;JOY LARGE WOOD LETTERS;236,17;   39;0,0872;114,55
85023B;EAU DE NILE JEWELLED PHOTOFRAME;235,35;  105;0,0136;151,20
20775;DAISY NOTEBOOK;235,19;  135;-0,0533;0,00
47351B;BLUE  VOILE LAMPSHADE;234,50;   86;0,0151;122,40
16216;LETTER SHAPE PENCIL SHARPENER;234,00; 3333;-1,5407;0,00
23036;T-LIGHT HOLDER SILVER PETIT FOUR;233,67;  185;-0,0569;0,00
21025;SPACE FROG;233,52;  174;0,3696;157,01
21818;GLITTER CHRISTMAS HEART;233,52;  270;-1,3426;0,00
90058B;CRYSTAL STUD EARRINGS ASSORTED COL;232,56;  612;0,0000;0,00
84857C;PINK MONTE CARLO HANDBAG;232,33;   98;-1,4426;0,00
85099f;JUMBO BAG STRAWBERRY;232,06;   46;0,0020;0,00
23447;PINK BUNNY EASTER EGG BASKET;231,90;  158;0,0303;208,80
84712B;PINK JEWELLED PHOTO FRAME;231,56;   30;0,0336;64,94
21161;KEEP OUT BOYS DOOR HANGER;231,37;  144;-0,2249;0,00
20696;FLORAL SOFT CAR TOY;230,81;   54;-0,2592;43,19
22394;PAPERWEIGHT KINGS CHOICE;230,68;  168;-0,0356;91,35
21973;SET OF 36 MUSHROOM PAPER DOILIES;230,55;  159;0,0000;0,00
23446;BLUE BUNNY EASTER EGG BASKET;230,25;  157;0,0404;208,80
90206C;CRYSTAL DIAMANTE STAR BROOCH;229,68;   46;-0,0020;0,00
85040B;SET/4 BLUE FLOWER CANDLES IN BOWL;229,47;  137;-0,0288;0,00
72800D;4 BLUE DINNER CANDLES SILVER FLOCK;229,22;   88;-0,0591;0,00
85200;BUNNY EGG BOX;228,75;  183;0,0000;0,00
90010E;AMBER GLASS/SILVER BRACELET;227,89;   25;-0,0165;0,00
21157;RED RETROSPOT WASHBAG;227,60;   79;-0,5578;0,00
23003;TRAVEL CARD WALLET VINTAGE ROSE;226,20;  542;0,0026;8,64
90201D;GREEN ENAMEL FLOWER RING;225,84;   77;-0,0070;0,00
22031;BOTANICAL LAVENDER BIRTHDAY CARD;225,59;  504;-0,2354;0,00
85014a;BLACK/BLUE POLKADOT UMBRELLA;225,32;   18;-0,0045;0,00
22632;HAND WARMER RED POLKA DOT;225,00;  120;0,1124;199,80
90158;ST TROPEZ NECKLACE;224,12;   45;-0,0015;0,00
21657;MILK BOTTLE WITH GLASS STOPPER;223,46;   30;-0,1266;0,00
84218;BOX/12 CHICK & EGG IN BASKET;223,11;  123;0,0175;102,21
21364;PEACE SMALL WOOD LETTERS;222,96;   30;-0,0842;0,00
21456;2 PICTURE BOOK EGGS EASTER CHICKS;222,22;  171;-0,1936;0,00
84711A;SILVER OVAL SHAPE TRINKET BOX;221,80;   25;0,1347;52,59
20781;GOLD EAR MUFF HEADPHONES;221,65;   38;-0,0488;7,80
84876D;BLUE HEART COMPACT MIRROR;221,25;  129;-1,8824;0,00
22395;PAPERWEIGHT VINTAGE PAISLEY;220,04;  152;0,3310;130,26
35914;PINK CHICK EGG WARMER + EGG CUP;219,66;  196;-0,3309;0,00
20868;SILVER FABRIC MIRROR;219,35;  458;-0,8133;0,00
75178;ASSTD COL BUTTERFLY/CRYSTAL W/CHIME;218,87;  459;-0,0732;181,44
21378;SMALL TALL CAMPHOR WOOD TOADSTOOL;217,89;  142;-0,2847;11,70
21316;SMALL CHUNKY GLASS ROMAN  BOWL;217,68;  160;-2,8513;0,00
20847;ZINC HEART LATTICE CHARGER LARGE;217,58;   52;-0,2246;0,00
20769;DAISY JOURNAL;217,56;   80;-0,0772;0,00
21132;SILVER STANDING GNOME;217,36;   44;-0,1951;2,50
84559B;3D SHEET OF CAT STICKERS;217,29;  237;-0,1929;0,00
47310M;SMALL POP BOX,FUNKY MONKEY;216,47;  152;0,0231;116,25
23360;SET 8 CANDLES VINTAGE DOILEY;216,30;  122;0,0220;118,80
84051;ASS COLOUR GLOWING TIARAS;216,06;  282;-0,0248;76,80
21377;SMALL CAMPHOR WOOD FIELD  MUSHROOM;215,68;  121;0,2575;123,21
90120C;GREEN MURANO TWIST BRACELET;215,20;   51;-0,0126;0,00
21520;BOOZE & WOMEN GREETING CARD;214,19;  504;-0,2209;25,92
84510C;SET OF 4 POLKADOT COASTERS;213,83;  134;-0,4184;0,00
22882;NUMBER TILE VINTAGE FONT 3;213,70;  108;0,2668;110,29
20622;VIPPASSPORT COVER;211,76;  143;-0,1489;85,84
90200C;BLUE SWEETHEART BRACELET;211,43;   50;0,0047;0,00
72127;COLUMBIAN CANDLE ROUND;210,61;  169;-0,0276;10,60
84877B;GREEN ROUND COMPACT MIRROR;210,56;  144;-0,8560;0,00
84707B;PINK JEWELLED MIRROR TRINKET TRAY;210,55;   34;0,1773;61,24
84926A;WAKE UP COCKEREL TILE COASTER;210,52;  604;-1,3084;0,00
90175D;TIGRIS EYE CHUNKY CHARM BRACELET;210,04;   23;0,0012;0,00
22896;PEG BAG APPLE DESIGN;210,00;  100;0,1765;210,00
90160B;RED BOUDICCA LARGE BRACELET;209,73;   30;-0,0076;0,00
21750;LARGE SKULL WINDMILL;209,61;   91;-0,2722;0,00
90192;JADE DROP EARRINGS W FILIGREE;209,10;   42;-0,0031;0,00
21651;HANGING GLASS ETCHED TEALIGHT;208,47;  133;-0,0662;104,40
90119;METALIC LEAVES BAG CHARMS;207,61;   84;-0,0046;0,00
79051A;SMOKEY GREY COLOUR D.O.F. GLASS;207,39;  591;-0,2512;0,00
16048;TEATIME ROUND PENCIL SHARPENER;205,42; 1461;-1,7089;0,00
20763;DAISY SKETCHBOOK;205,04;   73;-0,0621;40,00
21726;MULTI HEARTS  STICKERS;204,69;  237;-0,0908;0,00
22878;NUMBER TILE COTTAGE GARDEN No;204,19;   75;0,1638;109,20
84875B;GREEN SQUARE COMPACT MIRROR;203,51;  131;-1,0420;0,00
85230A;OPIUM SCENTED VOTIVE CANDLE;203,28;  840;0,0920;105,84
21911;GARDEN METAL SIGN;203,21;  114;-0,3158;0,00
84688;BEACH HUT DESIGN BLACKBOARD;203,07;   41;-0,4521;0,00
47578A;ENGLISH ROSE SMALL SCENTED FLOWER;202,53;  219;-0,3371;0,00
90201A;PURPLE ENAMEL FLOWER RING;202,51;   69;-0,0075;0,00
22541;MINI JIGSAW LEAP FROG;202,37;  504;-0,3360;86,97
85179C;PINK BITTY LIGHT CHAIN;201,31;  106;-0,1758;85,00
22880;NUMBER TILE VINTAGE FONT 1;200,59;   99;0,2110;88,84
84968e;SET OF 16 VINTAGE BLACK CUTLERY;200,21;    8;-0,0035;0,00
84828;JUNGLE POPSICLES ICE LOLLY HOLDERS;199,99;  141;-0,4175;0,00
47594A;CAROUSEL DESIGN WASHBAG;199,84;  108;0,0192;82,22
22038;BOTANICAL LAVENDER GIFT WRAP;199,50;  475;0,0000;0,00
21367;MIRRORED WALL ART GENTS;199,49;  171;-1,9327;0,00
22289;HANGING METAL CHICKEN DECORATION;198,52;  152;-0,1842;0,00
21376;LARGE  TALL CAMPHOR WOOD TOADSTOOL;197,81;   37;-0,0846;7,50
22881;NUMBER TILE VINTAGE FONT 2;197,56;  102;0,2215;102,49
90019A;SILVER M.O.P ORBIT BRACELET;197,09;   38;0,0286;94,05
22263;FELT EGG COSY LADYBIRD;196,82;  327;-0,2285;44,74
22044;CHRISTMAS CARD STACK OF PRESENTS;196,44;  816;-0,3699;0,00
90013A;MIDNIGHT BLUE VINTAGE EARRINGS;195,32;   52;-0,0079;0,00
84926F;PSYCHEDELIC TILE COASTER;195,22;  430;-3,0899;0,00
20617;FIRST CLASS PASSPORT COVER;194,94;   93;-0,0723;44,20
23697;A PRETTY THANK YOU CARD;194,58;  456;-0,2401;25,92
22884;NUMBER TILE VINTAGE FONT 5;194,05;   99;0,2526;94,69
